ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY
JE0039N,RN102561925,GOODYEAR TIRE & RUBBER COMPANY,BEAUMONT CHEMICAL PLANT,JEFFERSON,10,2822,SYNTHETIC RUBBER,2020,224.2535,220.6187,0,26.0828,23.6847,3.3415,665.0045
JE0040F,RN100209287,OXBOW CALCINING LLC,PORT ARTHUR TX CALCINING PLANT,JEFFERSON,10,2999,"PETROLEUM AND COAL PRODUCTS, NEC",2020,42.5286,415.2076,0.1844,183.286,98.3091,9227.1602,3.258
JE0042B,RN102584026,PREMCOR REFINING GROUP INC,VALERO PORT ARTHUR REFINERY,JEFFERSON,10,2911,PETROLEUM REFINING,2020,642.5374,689.8227,0.0407,225.9756,182.0286,321.2054,793.5385
JE0043W,RN100210426,VALERO PARTNERS LUCAS LLC,LUCAS STATION,JEFFERSON,10,4612,CRUDE PETROLEUM PIPE LINES,2020,0.139,0.1129,0,0.0066,0.0066,0.0152,22.6733
JE0052V,RN100219252,INDORAMA VENTURES OXIDES LLC,PORT NECHES OPERATIONS,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,272.9029,522.536,0.0027,67.6253,60.2375,6.7928,196.7878
JE0062S,RN100542844,EXXONMOBIL OIL CORPORATION,BEAUMONT CHEMICAL PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,380.8919,724.3247,0.0384,146.3667,119.8143,5.6479,149.4683
JE0065M,RN100211903,EXXONMOBIL OIL CORP,POLYETHYLENE PLANT,JEFFERSON,10,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,186.9755,86.3148,0,23.4178,17.8526,0.4274,441.7625
JE0067I,RN102450756,EXXONMOBIL OIL CORPORATION,BEAUMONT REFINERY,JEFFERSON,10,2911,PETROLEUM REFINING,2020,2640.7347,1598.501,0.0771,518.1341,514.7484,795.2197,1727.0881
JE0068G,RN100715762,SUNOCO PIPELINE LP,HEBERT TERMINAL,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.1177,0.0549,0,0.0019,0.0019,0.0005,32.2916
JE0073N,RN100218932,CHEMTRADE REFINERY SERVICES INC,BEAUMONT FACILITY,JEFFERSON,10,2819,INDUSTRIAL INORGANIC CHEMICALS,2020,0.2446,62.1737,0.0002,0.128,0.1225,24.5089,1.6757
JE0074L,RN100216373,ARKEMA INC,ARKEMA BEAUMONT PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,67.0781,62.1201,0,12.4423,3.6011,322.2015,8.3953
JE0091L,RN100214626,SUNOCO PARTNERS MARKETING & TERMINALS LP,NEDERLAND MARINE TERMINAL,JEFFERSON,10,4226,SPECIAL WAREHOUSING AND STORAGE,2020,29.289,25.6404,0,2.581,1.8479,8.4346,262.1658
JE0093H,RN100210103,MOTIVA ENTERPRISES LLC,PORT NECHES TERMINAL,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0878,0.3209,0,0.0221,0.0221,0.0196,17.0304
JE0094F,RN100238898,MOTIVA ENTERPRISES LLC,PORT ARTHUR TERMINAL,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,6.8822,3.5463,0,0.0093,0.0093,0.1356,50.2303
JE0095D,RN100209451,MOTIVA ENTERPRISES LLC,PORT ARTHUR REFINERY,JEFFERSON,10,2911,PETROLEUM REFINING,2020,274.6792,1654.5041,0,358.8243,334.505,338.0888,542.1301
JE0098U,RN100228717,ENTERPRISE REFINED PRODUCTS COMPANY LLC,BEAUMONT TERMINAL,JEFFERSON,10,4613,REFINED PETROLEUM PIPELINES,2020,9.9159,8.9235,0,0.6123,0.6123,0.0651,192.7852
JE0100M,RN102027174,COLONIAL PIPELINE COMPANY,PORT ARTHUR PRODUCTS STATION,JEFFERSON,10,4613,REFINED PETROLEUM PIPELINES,2020,0.0343,0.037,0,0.007,0.0044,0.0119,12.9613
JE0111H,RN102596210,PHILLIPS 66 PIPELINE LLC,BEAUMONT TERMINAL,JEFFERSON,10,4226,SPECIAL WAREHOUSING AND STORAGE,2020,5.4208,3.1028,0,0.1989,0.1602,2.2857,128.3983
JE0113D,RN100634922,BASF CORPORATION,BASF BEAUMONT,JEFFERSON,10,2879,"AGRICULTURAL CHEMICALS, NEC",2020,27.6243,46.032,0,4.1734,4.1701,0.2603,36.4556
JE0115W,RN102881588,CHEVRON PHILLIPS CHEMICAL COMPANY LP,PORT ARTHUR TERMINAL,JEFFERSON,10,4491,MARINE CARGO HANDLING,2020,3.2611,1.6336,0,0,0,0.0462,2.19
JE0135Q,RN100217389,MOTIVA CHEMICALS LLC,PORT ARTHUR CHEMICALS,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,598.3352,693.2912,0,74.7389,73.6105,8.8298,162.2142
JE0140A,RN102308053,TOTAL PETROCHEMICALS & REFINING USA INC.,WEST PORT ARTHUR TANK FARM,JEFFERSON,10,4789,"TRANSPORTATION SERVICES, NEC",2020,0,0,0,0,0,0,8.8201
JE0149F,RN102553336,EXXONMOBIL OIL CORPORATION,COLONIAL PIPELINE,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.39,0.0975,0,0.0154,0,0,57.1653
JE0160R,RN101954394,EXPLORER PIPELINE CO,PORT ARTHUR TANK FARM,JEFFERSON,10,4613,REFINED PETROLEUM PIPELINES,2020,0,0,0,0,0,0,3.5867
JE0164J,RN102601994,SUEZ WTS USA INC,BEAUMONT PLANT,JEFFERSON,10,2899,"CHEMICAL PREPARATIONS, NEC",2020,3.7505,4.5472,0,2.244,2.1175,0.6695,12.8344
JE0173I,RN102198611,UNITED STATES DEPARTMENT OF ENERGY,BIG HILL SPR,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0403,0.1797,0,0.008,0.008,0.0049,10.1747
JE0177A,RN101971265,UCAR PIPELINE INC,GROVES COMPRESSOR STATION,JEFFERSON,10,4922,NATURAL GAS TRANSMISSION,2020,0.3846,0.1932,0,0,0,0,3.7448
JE0203B,RN101062032,DCP OPERATING COMPANY  LP,PORT ARTHUR GAS PLANT,JEFFERSON,10,1321,NATURAL GAS LIQUIDS,2020,10.4124,11.9272,0,0.8045,0.8045,15.705,8.3366
JE0220B,RN102987369,CITY OF BEAUMONT,BEAUMONT LANDFILL,JEFFERSON,10,4953,REFUSE SYSTEMS,2020,0.16,0.729,0,9.187,3.097,0.048,8.486
JE0228I,RN100219716,VALERO PARTNERS PAPS LLC,EL VISTA TERMINAL,JEFFERSON,10,4613,REFINED PETROLEUM PIPELINES,2020,0.0478,0.0388,0,0.0022,0.0022,0.0052,30.6518
JE0318G,RN100640283,KMTEX LLC,KMTEX,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,19.4067,12.0176,0,1.9986,1.9986,0.1548,33.9687
JE0320T,RN101622876,NECHES RIVER TREATMENT CORP,LNVA - NORTH PLANT REGIONAL TREATMENT PLANT,JEFFERSON,10,4941,WATER SUPPLY,2020,0,0,0,0,0,0,5.1334
JE0342J,RN100211424,DCP OPERATING COMPANY  LP,SPINDLETOP STORAGE,JEFFERSON,10,4922,NATURAL GAS TRANSMISSION,2020,60.6093,42.0978,0,2.2584,2.2584,0.1383,26.4129
JE0343H,RN102559291,OCI BEAUMONT LLC,BEAUMONT PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,74.0358,49.0553,0,20.6765,2.638,0.1523,53.3039
JE0350K,RN101923589,PAPCO INC,CLAM LAKE COMPRESSOR STATION 1,JEFFERSON,10,1311,CRUDE PETROLEUM & NATURAL GAS,2020,38.6575,21.1418,0,0.2486,0.0973,0.0099,39.0518
JE0351I,RN100221928,AIR LIQUIDE LARGE INDUSTRIES US LP,PORT NECHES ASU COGEN PLANT,JEFFERSON,10,2813,INDUSTRIAL GASES,2020,2.18,2.59,0,4.72,0.2032,0.02,0.14
JE0419W,RN100213248,LOWER NECHES VALLEY AUTHORITY,NECHES 1 PUMPING STATION,JEFFERSON,10,4941,WATER SUPPLY,2020,40.3335,27.4559,0,0.9692,0.9692,0.0314,1.5556
JE0422K,RN101993236,LOWER NECHES VALLEY AUTHORITY,BI 1ST PUMPING STATION,JEFFERSON,10,4941,WATER SUPPLY,2020,8.5463,6.0001,0,0.2875,0.2875,0.0092,0.4923
JE0425E,RN102736089,MITSUBISHI CHEMICAL AMERICA INC,BEAUMONT SITE,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,38.6606,248.9863,0,11.4065,7.8299,236.391,24.3849
JE0505F,RN100217330,GOLDEN TRIANGLE LANDFILL TX LP,GOLDEN TRIANGLE LANDFILL,JEFFERSON,10,4953,REFUSE SYSTEMS,2020,39.58,7.62,0,13.2603,8.3201,1.66,25.0183
JE0508W,RN100209857,CHEVRON PHILLIPS CHEMICAL COMPANY LP,PORT ARTHUR PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,399.7329,551.9638,0,85.9771,84.1257,9.3466,274.3264
JE0730T,RN102514791,CUSTOM BLAST SERVICES INC,CUSTOM BLAST SERVICES NEDERLAND,JEFFERSON,10,3479,METAL COATING AND ALLIED SERVICES,2020,2.8046,13.0191,0,0.9602,0.9602,0.8561,8.7542
JE0769P,RN100542349,DCP OPERATING COMPANY  LP,WEST BEAUMONT GAS PLANT,JEFFERSON,10,1321,NATURAL GAS LIQUIDS,2020,93.9935,68.0009,0,2.2557,2.2557,0.0864,18.4912
JE0824J,RN101941284,AIR PRODUCTS LLC,AIR PRODUCTS PORT ARTHUR FACILITY,JEFFERSON,10,2813,INDUSTRIAL GASES,2020,58.6079,143.2559,0,88.2509,87.1316,50.5795,25.1096
JE0843F,RN100216977,BASF TOTAL PETROCHEMICALS LLC,BASF TOTAL NAFTA REGION OLEFINS COMPLEX,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,482.8255,494.1746,0.0066,69.1879,58.6614,5.5512,320.4308
JE0856T,RN102497112,EXXONMOBIL OIL CORP,EXXONMOBIL BEAUMONT BLENDING AND PACKAGING,JEFFERSON,10,2992,LUBRICATING OILS AND GREASES,2020,3.4019,0.9296,0,0.4198,0.4198,0.0606,12.5603
JE0870C,RN102530268,MOTIVA ENTERPRISES LLC,BEAUMONT TERMINAL,JEFFERSON,10,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.0039,0.0067,0,0.0004,0.0004,0.0008,17.717
JEA003C,RN102845435,LINDE INC,PRAXAIR PORT ARTHUR HYDROGEN FACILITY,JEFFERSON,10,2813,INDUSTRIAL GASES,2020,11.8208,14.17,0,14.86,14.86,0.1,3.6386
JEA007G,RN104964267,TPC GROUP LLC,PORT NECHES OPERATIONS C4 PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,54.1482,162.321,0,10.0407,9.6504,12.452,64.5459
JEA011K,RN104751169,TOTAL PETROCHEMICALS & REFINING USA INC,TOTAL CRAY VALLEY BEAUMONT,JEFFERSON,10,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,8.55,2.13,0,3.8,0.08,0.09,50.229
JEA018R,RN105179832,ENTERPRISE REFINED PRODUCTS COMPANY LLC,PORT ARTHUR PRODUCTS TERMINAL,JEFFERSON,10,4613,REFINED PETROLEUM PIPELINES,2020,0.5967,0.9923,0,0.0609,0.0609,0.0532,69.2459
JEA025Y,RN106078850,LINDE INC,PORT ARTHUR PLANT,JEFFERSON,10,2813,INDUSTRIAL GASES,2020,11.644,19.266,0,27.78,27.78,0.872,18.368
JEA030D,RN109031641,DOW CHEMICAL COMPANY,BEAUMONT ANILINE,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,14.9492,9.7661,0,0.0468,0.0468,0.0225,4.4318
JEA035H,RN106586795,NATGASOLINE LLC,BEAUMONT GAS TO GASOLINE PLANT,JEFFERSON,10,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,215.3878,85.0707,0,25.2921,21.4948,3.9124,36.0972
JF0016O,RN100209709,ENTERPRISE HYDROCARBONS LP,THOMPSONVILLE GAS PLANT,JIM HOGG,15,1321,NATURAL GAS LIQUIDS,2020,22.5359,94.3118,0,6.9767,6.9767,3.3642,7.7721
JH0025O,RN100213719,JOHNS MANVILLE SALES CORP,JOHNS MANVILLE,JOHNSON,4,3296,MINERAL WOOL,2020,327.9054,39.0715,0.0002,171.2603,168.319,19.8696,127.1567
JH0045I,RN100210889,TEXAS LIME COMPANY,TEXAS LIME,JOHNSON,4,3274,LIME,2020,123.3627,547.4362,0.0002,80.4552,25.8517,34.3767,4.0867
JH0230L,RN100223312,BRAZOS ELECTRIC POWER COOPERATIVE INC,JOHNSON COUNTY GENERATION FACILITY,JOHNSON,4,4911,ELECTRIC SERVICES,2020,60.646,126.496,0,26.157,24.74,2.365,11.8865
JH0263T,RN100763895,JAMES HARDIE BUILDING PRODUCTS,CLEBURNE PLANT,JOHNSON,4,3272,"CONCRETE PRODUCTS, NEC",2020,3.254,12.9814,0,20.2961,14.6679,0.2271,22.7576
JH0376F,RN100773381,TECHNICAL CHEMICAL CO,TECHNICAL CHEMICAL,JOHNSON,4,2899,"CHEMICAL PREPARATIONS, NEC",2020,0.035,0.0028,0,0.035,0.035,0.0028,14.9231
JH0398S,RN100825462,TEXAS REGIONAL LANDFILL COMPANY LP,TURKEY CREEK LANDFILL,JOHNSON,4,4953,REFUSE SYSTEMS,2020,1.4005,0.2608,0,9.5261,5.3621,0.5,12.6401
JHA001A,RN104283635,TEXAS MIDSTREAM GAS SERVICES LLC,CLEBURNE COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,24.03,18.29,0,3.08,3.08,0.17,5.392
JHA004D,RN104377692,ENERGY TRANSFER FUEL LP,CLEBURNE COMPRESSOR STATION,JOHNSON,4,4922,NATURAL GAS TRANSMISSION,2020,12.8131,43.845,0,3.0756,3.0756,0.1787,33.2491
JHA005E,RN104807680,ENERVEST OPERATING LLC,WAGNER COMPRESSOR SITE,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.2719,21.7663,0,2.4174,2.4174,0,24.4204
JHA008H,RN104459078,ENERVEST OPERATING LLC,MEADOWS COMPRESSOR SITE,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.8473,9.5754,0,0.7187,0.7187,0,16.321
JHA009I,RN103900858,JOHNSON COUNTY PIPE INC,JOHNSON COUNTY PIPE,JOHNSON,4,3084,"PLASTICS, PIPE",2020,0,0,0,0.0371,0.0371,0,2.5177
JHA010J,RN104023353,SWG PIPELINE LLC,JOHNSON COUNTY COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.511,4.6896,0,1.6385,1.6385,0.0658,1.6934
JHA011K,RN104519863,EMPIRE PIPELINE CORP,GEORGES CREEK COMPRESSOR STATION,JOHNSON,4,4922,NATURAL GAS TRANSMISSION,2020,0,0,0,0,0,0,0
JHA012L,RN104928676,ETC TEXAS PIPELINE LTD,GODLEY PLANT,JOHNSON,4,1321,NATURAL GAS LIQUIDS,2020,99.3303,42.235,0,8.6362,8.6362,4.4616,147.9409
JHA016P,RN104948005,ENERVEST OPERATING LLC,MANSFIELD COMPRESSOR SITE,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.9972,22.1957,0,1.7682,1.7682,0,8.1167
JHA020T,RN105068001,BARNETT GATHERING LLC,PHOENIX WEST COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.8152,5.6735,0,0.0528,0.0528,0.0276,8.5165
JHA028B,RN104962634,BARNETT GATHERING LLC,LILLIAN COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.8174,30.9418,0,2.9012,2.9012,0.1827,28.3415
JHA031E,RN105171649,ENERVEST OPERATING LLC,US LIME COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.6389,8.2645,0,1.0722,1.0722,0,10.3514
JHA032F,RN104995089,ENERVEST OPERATING LLC,BIG DADDY COMPRESSOR SITE,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,7.3447,26.94,0,2.2592,2.2592,0,13.2767
JHA034H,RN105137475,ENERVEST OPERATING LLC,CARRELL COMPRESSOR SITE,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.8151,10.4973,0,1.0946,1.0946,0,18.7968
JHA042P,RN105633085,SWG PIPELINE LLC,BURLESON COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.3799,29.8862,0,3.4277,3.4277,0.2041,4.3476
JHA048V,RN105378434,ENLINK NORTH TEXAS GATHERING LP,GODLEY COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.2538,30.117,0,2.1662,2.1662,0.1274,4.1707
JHA049W,RN105225700,ENLINK NORTH TEXAS GATHERING LP,CROUCH COMPRESSOR STATION,JOHNSON,4,4922,NATURAL GAS TRANSMISSION,2020,8.0076,1.9213,0,1.4789,1.4789,0.0463,2.8468
JHA052Z,RN105580617,BARNETT GATHERING LLC,FAT BOY COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.721,27.7516,0,2.501,2.501,0.1531,5.0268
JHA055C,RN105349203,ENERVEST OPERATING LLC,JC BELL COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,5.6314,17.826,0,1.6994,1.6994,0,10.9495
JHA059G,RN105248488,BARNETT GATHERING LLC,SOUTHWEST CLEBURNE COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.7648,1.6351,0,0.2419,0.2419,0.0161,13.3494
JHA062J,RN104694849,SWG PIPELINE LLC,LILLIAN COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.5763,21.221,0,3.6678,3.6678,0.1708,2.8038
JHA083E,RN105532907,BARNETT GATHERING LLC,CLEBURNE COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.2476,1.5222,0,0.2422,0.2377,0.0206,1.5523
JHA085G,RN106193618,TEP BARNETT USA LLC,LITTLE HOSS 7 G PAD,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.0158,0.6714,0,0.1427,0.1427,0.0067,16.076
JHA086H,RN106438765,TEP BARNETT USA LLC,LITTLE HOSS X PAD,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.9385,0.664,0,0.1849,0.1849,0.008,17.0708
JHA087I,RN106184740,TEP BARNETT USA LLC,LITTLE HOSS 7 E PAD,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.0529,0.2619,0,0.1148,0.1148,0.0043,16.2157
JHA091M,RN106164676,TEP BARNETT USA LLC,LITTLE HOSS 3 Q PAD,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.8768,1.2244,0,0.2936,0.2936,0.0121,13.2756
JHA092N,RN106193634,TEP BARNETT USA LLC,LITTLE HOSS 7 A PAD,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.7214,0.8588,0,0.0653,0.0653,0.0052,8.6532
JHA093O,RN104795497,SWG PIPELINE LLC,KEENE COMPRESSOR STATION,JOHNSON,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,14.7068,4.932,0,3.3785,3.3785,0.1062,3.3843
JHA118N,RN105567739,BOSQUE DISPOSAL SYSTEMS LLC,ROSE #1 SWD,JOHNSON,4,1389,OIL AND GAS FIELD SERVICES NEC,2020,0,0,0,0,0,0,6.1568
JHA119O,RN106183502,BOSQUE DISPOSAL SYSTEMS LLC,SOPHIA #2 SWD,JOHNSON,4,1389,OIL AND GAS FIELD SERVICES NEC,2020,0,0,0,0,0,0,6.0807
JHA122R,RN106239783,STANDARD PAINTS INC,FENCE PICKET STAINING OPERATION,JOHNSON,4,2491,WOOD PRESERVING,2020,0,0,0,0,0,0,32.0381
JI0046S,RN103207403,ABILENE LANDFILL TX LP,ABILENE LANDFILL,JONES,3,4953,REFUSE SYSTEMS,2020,20.76,4.55,0,10.155,6.161,21.88,7.477
JIA001A,RN104130604,ABILENE ENVIRONMENTAL LANDFILL INC,ABILENE ENVIRONMENTAL LANDFILL,JONES,3,4953,REFUSE SYSTEMS,2020,0.0001,0.0001,0,6.57,3.92,0,13.1424
KA0018C,RN100212612,RED EWALD INC,RED EWALD,KARNES,13,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,0.085,0.085,0,9.3179
KA0030M,RN102743788,ENTERPRISE PRODUCTS OPERATING LLC,BURNELL STATION,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,12.456,39.8507,0,0.796,0.796,0.4097,3.2992
KA0039R,RN100218346,MAVERICK MAINTENANCE & SUPPLY LLC,MARKET STREET PLANT,KARNES,13,3084,"PLASTICS, PIPE",2020,0,0,0,0.063,0.058,0,7.2519
KAA005E,RN106005432,ENTERPRISE PRODUCTS OPERATING LLC,AREA 71 CGP FACILITY,KARNES,13,4922,NATURAL GAS TRANSMISSION,2020,30.3649,20.0934,0,2.1316,2.1316,44.7141,32.9006
KAA006F,RN105975429,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,JOG CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,77.2604,58.1947,0,1.7363,1.7363,11.37,77.268
KAA010J,RN106331515,ETC TEXAS PIPELINE LTD,KENEDY GAS PLANT,KARNES,13,1321,NATURAL GAS LIQUIDS,2020,59.0507,50.0152,0,8.0244,8.0244,0.4172,67.0202
KAA013M,RN106322357,MARATHON OIL EF LLC,SOUTH SUGARLOAF CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,17.7548,46.2025,0,4.3787,4.3192,1.0884,43.259
KAA014N,RN106322647,MARATHON OIL EF LLC,WEST SUGARLOAF CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,26.4715,46.3272,0,4.0936,4.0375,0.6739,42.554
KAA015O,RN106418379,ELG UTILITY LLC,KDB CENTRAL TREATING FACILITY,KARNES,13,1321,NATURAL GAS LIQUIDS,2020,25.4969,27.5762,0,1.9378,1.9378,92.8611,12.939
KAA016P,RN107116956,MARATHON OIL EF LLC,CENTRAL LONGHORN CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,14.2625,44.9752,0,3.7231,3.7231,1.5096,39.015
KAA017Q,RN106278328,MARATHON OIL EF LLC,EAST LONGHORN CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,22.6348,50.8887,0,3.8603,3.8603,1.8208,54.0783
KAA020T,RN106477532,VALIDUS ENERGY AQUILAS ASSETCO LLC,BURDA GOLDEN PRODUCTIN FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,43.925,46.0918,0,5.8394,5.8394,0.9016,71.6795
KAA021U,RN106408677,VALIDUS ENERGY AQUILAS ASSETCO LLC,DICKSON ALLEN PRODUCTION FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,67.1979,47.1848,0,5.1008,5.1008,9.5971,80.9235
KAA023W,RN106374432,VALIDUS ENERGY AQUILAS ASSETCO LLC,HAILEY MCALISTER PRODUCTION FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,37.2123,29.5673,0,3.1104,3.1104,0.652,61.726
KAA027A,RN107947020,MARATHON OIL EF LLC,SOUTH KARNES CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,54.1961,49.9509,0,5.3029,5.0195,166.8578,66.8587
KAA029C,RN107257925,MARATHON OIL EF LLC,EAST KARNES CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,31.7722,67.5342,0,6.2711,6.1316,0.7411,98.1349
KAA043R,RN107202731,MARATHON OIL EF LLC,WEST KARNES CENTRAL FACILITY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,51.4031,71.2117,0,6.1509,5.9436,125.0153,70.7258
KAA088J,RN110409430,LONESTAR OPERATING LLC,GEORG EF NOS 18H 19H AND 20H PRODUCTION FACILITY,KARNES,13,1321,NATURAL GAS LIQUIDS,2020,32.255,13.641,0,0.329,0.329,125.584,21.5079
KAA121I,RN106278799,MARATHON OIL EF LLC,NORTH LONGHORN CENTRAL TANK BATTERY,KARNES,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,20.6621,44.7063,0,3.9946,3.9946,1.2744,63.6527
KB0083D,RN100216670,FLEXIBLE FOAM PRODUCTS INC,FXI TERRELL,KAUFMAN,4,3086,"PLASTICS, FOAM PRODUCTS",2020,0,0,0,0,0,0,3.8377
KB0104U,RN100804467,CONECSUS LLC,CONECSUS TEJAS FACILITY,KAUFMAN,4,3341,SECONDARY NONFERROUS METALS,2020,1.5535,1.8494,0.1779,5.597,5.4191,0.0663,3.4499
KB0156B,RN100754779,SMURFIT KAPPA NORTH AMERICA LLC,FORNEY MILL,KAUFMAN,4,2631,PAPERBOARD MILLS,2020,52.7124,73.9437,0.0069,13.2347,13.1563,66.3141,15.3779
KB0176S,RN100213420,LUMINANT GENERATION COMPANY LLC,FORNEY POWER PLANT,KAUFMAN,4,4911,ELECTRIC SERVICES,2020,457.6025,1192.2207,0,155.3179,155.3175,22.5248,8.4326
KBA004D,RN104728795,HUNTER PANELS LLC,HUNTER PANELS,KAUFMAN,4,3086,"PLASTICS, FOAM PRODUCTS",2020,1.696,2.019,0,1.813,1.813,0.013,15.6563
KC0013N,RN100220268,OASIS PIPELINE COMPANY TEXAS LP,COMFORT COMPRESSOR STATION,KENDALL,13,4922,NATURAL GAS TRANSMISSION,2020,56.1418,219.68,0,4.5348,4.5348,2.3358,2.4788
KE0003R,RN101222602,OXY USA WTP LP,SALT CREEK FIELD GAS PLANT,KENT,3,1321,NATURAL GAS LIQUIDS,2020,241.2727,380.429,0,19.418,19.418,3.1649,92.1216
KG0007K,RN100220219,OASIS PIPELINE CO TEXAS LP,JUNCTION COMP STATION,KIMBLE,8,4922,NATURAL GAS TRANSMISSION,2020,55.5978,217.8067,0,4.4966,4.4966,2.3164,2.0794
KJ0002X,RN104572425,KING RANCH INC,KING RANCH COTTON GIN,KLEBERG,14,724,COTTON GINNING,2020,1.87,3.24,0,35.4,2.39,0.05,0.25
KJ0003N,RN102488517,ETC TEXAS PIPELINE LTD,KING RANCH PLANT,KLEBERG,14,1321,NATURAL GAS LIQUIDS,2020,329.0794,758.5443,0,35.6409,35.6409,1.8101,53.3206
LA0003V,RN102806650,TURNER INDUSTRIES GROUP LLC,TURNER INDUSTRIES GROUP PARIS PLANT,LAMAR,5,3498,FABRICATED PIPE AND PIPE FITTINGS,2020,0.6277,0.7473,0,2.017,0,0.0045,28.4662
LA0045F,RN100216555,PARIS GENERATION LP,PARIS GENERATION,LAMAR,5,4911,ELECTRIC SERVICES,2020,39.4578,191.3458,0,13.6865,13.561,1.0849,10.953
